Category,Rating,Reviews,Installs,Type,Price,Content Rating
GAME,3.8,164,LOW,Free,0,Everyone
SPORTS,,0,LOW,Free,0,Everyone
COMMUNICATION,4.5,185,LOW,Free,0,Everyone
WEATHER,,0,VERY LOW,Free,0,Everyone
PRODUCTIVITY,4.1,85,LOW,Free,0,Everyone
TOOLS,,2,LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,3.9,20,LOW,Free,0,Everyone
TOOLS,3.7,7,LOW,Free,0,Everyone
TOOLS,,1,LOW,Free,0,Everyone
FAMILY,4.5,623,LOW,Paid,0.99,Everyone
FAMILY,4.4,6738,MEDIUM,Free,0,Everyone
LIFESTYLE,,7,VERY LOW,Free,0,Everyone
FINANCE,3.4,19,LOW,Free,0,Everyone
FAMILY,,0,LOW,Free,0,Everyone
TOOLS,,0,VERY LOW,Free,0,Everyone
COMMUNICATION,,0,VERY LOW,Free,0,Everyone
AUTO_AND_VEHICLES,,5,VERY LOW,Free,0,Everyone
PRODUCTIVITY,2.3,3,LOW,Free,0,Everyone
SHOPPING,4.7,68,LOW,Free,0,Everyone
GAME,3.4,13,LOW,Free,0,Everyone
BUSINESS,4.7,3,VERY LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,,0,LOW,Free,0,Everyone
PRODUCTIVITY,,0,VERY LOW,Free,0,Everyone
LIFESTYLE,5,3,VERY LOW,Free,0,Everyone
PRODUCTIVITY,,1,VERY LOW,Free,0,Everyone
WEATHER,,3,LOW,Free,0,Everyone
FAMILY,,0,VERY LOW,Free,0,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
PRODUCTIVITY,,1,VERY LOW,Free,0,Everyone
FINANCE,,0,VERY LOW,Free,0,Everyone
FAMILY,,3,VERY LOW,Free,0,Everyone
PRODUCTIVITY,3.6,64,LOW,Free,0,Everyone
SOCIAL,5,30,VERY LOW,Free,0,Teen
TOOLS,,3,VERY LOW,Free,0,Everyone
BUSINESS,,3,VERY LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.3,375,LOW,Free,0,Everyone
FINANCE,,0,VERY LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,,0,LOW,Free,0,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
BUSINESS,5,6,VERY LOW,Free,0,Everyone
FAMILY,,0,VERY LOW,Paid,0.99,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,4.1,295,MEDIUM,Free,0,Everyone
TOOLS,4.1,12,VERY LOW,Free,0,Everyone
FAMILY,4.5,2931,MEDIUM,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
HEALTH_AND_FITNESS,3.4,5,LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,1,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
TOOLS,2.9,33,LOW,Free,0,Everyone
PERSONALIZATION,4.6,644,MEDIUM,Free,0,Everyone
MEDICAL,5,1,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,1,VERY LOW,Free,0,Everyone
FAMILY,,4,VERY LOW,Free,0,Everyone
FAMILY,3.9,536,LOW,Free,0,Everyone
TOOLS,3.9,7,VERY LOW,Paid,4.99,Everyone
MEDICAL,5,3,VERY LOW,Free,0,Everyone
FAMILY,4.1,1998,MEDIUM,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,5,5,VERY LOW,Free,0,Everyone
FAMILY,3,30,LOW,Free,0,Everyone
COMMUNICATION,4,4,VERY LOW,Free,0,Teen
MEDICAL,1,1,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,4,2,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
FAMILY,,10,VERY LOW,Free,0,Everyone
MEDICAL,4,4,VERY LOW,Free,0,Everyone
MEDICAL,,1,VERY LOW,Free,0,Everyone
GAME,3.8,1088,MEDIUM,Free,0,Teen
FAMILY,,3,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
FAMILY,,2,VERY LOW,Free,0,Everyone
MEDICAL,,3,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
HEALTH_AND_FITNESS,,5,VERY LOW,Free,0,Everyone
SPORTS,3.5,1689,MEDIUM,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
FAMILY,,11,VERY LOW,Free,0,Everyone
MEDICAL,,1,VERY LOW,Free,0,Everyone
TOOLS,,0,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,2.6,5,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
GAME,3.4,256,MEDIUM,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
MEDICAL,,0,VERY LOW,Free,0,Everyone
FAMILY,4.5,45458,HIGH,Free,0,Mature 17
ART_AND_DESIGN,3.4,486,MEDIUM,Free,0,Everyone
FAMILY,3.8,949,MEDIUM,Free,0,Everyone
FAMILY,3,76,LOW,Paid,1.99,Everyone
FAMILY,4.4,80927,HIGH,Free,0,Everyone
FAMILY,4,51,LOW,Free,0,Everyone
FAMILY,3.9,339,MEDIUM,Free,0,Everyone
FAMILY,4.6,116973,HIGH,Free,0,Everyone
TOOLS,3.8,89,LOW,Free,0,Everyone
FAMILY,3.8,3597,MEDIUM,Free,0,Everyone 10
TOOLS,4,66,LOW,Free,0,Everyone
MEDICAL,4.6,1976,MEDIUM,Free,0,Everyone
TOOLS,3.6,448,MEDIUM,Free,0,Everyone
PRODUCTIVITY,4.4,25627,HIGH,Free,0,Everyone
BEAUTY,3.1,40,LOW,Free,0,Everyone
MAPS_AND_NAVIGATION,4.2,55313,HIGH,Free,0,Everyone
FAMILY,4.6,27,LOW,Free,0,Everyone
TOOLS,4,97,LOW,Free,0,Everyone
NEWS_AND_MAGAZINES,5,43,VERY LOW,Free,0,Everyone
FAMILY,3.3,40,LOW,Free,0,Everyone
PRODUCTIVITY,4.1,22,LOW,Free,0,Everyone
PRODUCTIVITY,3.6,8,VERY LOW,Free,0,Everyone
FAMILY,3.2,32,LOW,Free,0,Everyone
PRODUCTIVITY,4.4,2087,MEDIUM,Free,0,Everyone
PHOTOGRAPHY,4,529,MEDIUM,Free,0,Everyone
TOOLS,4.4,26,VERY LOW,Free,0,Everyone
PRODUCTIVITY,4.5,41624,HIGH,Free,0,Everyone
FAMILY,4.3,20,LOW,Free,0,Everyone
PERSONALIZATION,4.7,1891,MEDIUM,Free,0,Everyone
FAMILY,4.4,8,LOW,Free,0,Everyone
PRODUCTIVITY,,0,LOW,Free,0,Everyone
PHOTOGRAPHY,4.4,65766,HIGH,Free,0,Everyone
PHOTOGRAPHY,4.4,346681,VERY HIGH,Free,0,Everyone
SOCIAL,3.7,3,VERY LOW,Free,0,Everyone
FAMILY,3.3,1407,MEDIUM,Free,0,Everyone
FAMILY,,3,VERY LOW,Free,0,Everyone
PRODUCTIVITY,3.7,3,VERY LOW,Free,0,Everyone
PHOTOGRAPHY,3,20,LOW,Paid,2.99,Everyone
PRODUCTIVITY,2.6,91,LOW,Free,0,Everyone
TOOLS,,0,VERY LOW,Paid,2.99,Mature 17
PHOTOGRAPHY,,0,VERY LOW,Free,0,Everyone
PRODUCTIVITY,3.5,43,LOW,Free,0,Everyone
FAMILY,3.9,253,LOW,Free,0,Everyone
FAMILY,4.6,71,VERY LOW,Paid,2.49,Everyone
LIFESTYLE,3.8,89,LOW,Free,0,Everyone
FAMILY,4.6,361734,HIGH,Free,0,Everyone
GAME,4.4,2975,MEDIUM,Paid,1.99,Everyone
FAMILY,4.5,1564,MEDIUM,Free,0,Everyone
FAMILY,4.5,6750,MEDIUM,Free,0,Everyone
SOCIAL,4.7,3873,LOW,Free,0,Teen
FAMILY,4.4,74744,HIGH,Free,0,Everyone
NEWS_AND_MAGAZINES,,0,LOW,Free,0,Everyone
PHOTOGRAPHY,5,44,VERY LOW,Free,0,Everyone
MAPS_AND_NAVIGATION,,0,VERY LOW,Free,0,Everyone
COMMUNICATION,,0,VERY LOW,Free,0,Teen
FAMILY,2.8,107441,HIGH,Free,0,Everyone
NEWS_AND_MAGAZINES,,0,VERY LOW,Free,0,Everyone
FAMILY,4.6,31,VERY LOW,Free,0,Everyone
FINANCE,2.8,135,LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,5,12,VERY LOW,Paid,3.99,Everyone
PHOTOGRAPHY,5,2,VERY LOW,Free,0,Everyone
GAME,2.8,9,VERY LOW,Free,0,Everyone
HOUSE_AND_HOME,,0,VERY LOW,Free,0,Everyone
GAME,3.8,8,LOW,Free,0,Teen
FAMILY,4.1,22,LOW,Free,0,Everyone
PHOTOGRAPHY,,1,VERY LOW,Free,0,Everyone
VIDEO_PLAYERS,4.8,18,VERY LOW,Free,0,Everyone
SHOPPING,5,9,VERY LOW,Free,0,Everyone
FAMILY,5,1,VERY LOW,Paid,4.99,Everyone
AUTO_AND_VEHICLES,,0,VERY LOW,Free,0,Everyone
SHOPPING,4.4,134,LOW,Free,0,Everyone
SHOPPING,,1,VERY LOW,Free,0,Everyone
COMMUNICATION,,5,VERY LOW,Free,0,Everyone
LIFESTYLE,5,2,VERY LOW,Free,0,Everyone
PERSONALIZATION,4.1,21,VERY LOW,Paid,0.99,Everyone
FAMILY,,0,VERY LOW,Free,0,Everyone 10
ART_AND_DESIGN,4.8,48,LOW,Free,0,Everyone
LIFESTYLE,,0,VERY LOW,Free,0,Everyone
LIFESTYLE,,0,VERY LOW,Free,0,Everyone
PERSONALIZATION,4.8,5,VERY LOW,Paid,0.99,Everyone
ART_AND_DESIGN,4,18,LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,,1,VERY LOW,Free,0,Everyone
PERSONALIZATION,5,2,VERY LOW,Paid,0.99,Everyone
FAMILY,4.6,18893,MEDIUM,Free,0,Everyone
FOOD_AND_DRINK,,0,VERY LOW,Free,0,Everyone
PERSONALIZATION,5,4,VERY LOW,Paid,0.99,Everyone
FAMILY,,0,VERY LOW,Free,0,Teen
PERSONALIZATION,,0,VERY LOW,Paid,0.99,Everyone
MAPS_AND_NAVIGATION,,0,VERY LOW,Free,0,Everyone
FAMILY,4.5,26916,MEDIUM,Free,0,Everyone
FAMILY,5,1,VERY LOW,Free,0,Everyone
PERSONALIZATION,,0,VERY LOW,Paid,0.99,Everyone
PERSONALIZATION,,0,VERY LOW,Free,0,Everyone
NEWS_AND_MAGAZINES,,9,VERY LOW,Free,0,Everyone
FAMILY,4.4,1031,MEDIUM,Free,0,Everyone
FAMILY,4,345,MEDIUM,Free,0,Everyone 10
FAMILY,,2,VERY LOW,Free,0,Everyone
FAMILY,3.9,656,MEDIUM,Free,0,Everyone 10
PERSONALIZATION,4.1,585,MEDIUM,Free,0,Everyone
GAME,4.8,21,LOW,Free,0,Everyone
FAMILY,4.3,734,LOW,Free,0,Everyone
FAMILY,3.9,7,LOW,Free,0,Everyone
PERSONALIZATION,4.5,37,LOW,Free,0,Teen
PERSONALIZATION,,1,VERY LOW,Free,0,Teen
FAMILY,3.7,165,LOW,Free,0,Teen
GAME,4.3,807226,VERY HIGH,Free,0,Teen
PERSONALIZATION,4.2,322,MEDIUM,Free,0,Everyone
GAME,3.7,91,LOW,Free,0,Everyone
LIFESTYLE,3.8,6,VERY LOW,Free,0,Everyone
FAMILY,4.6,23971,HIGH,Free,0,Everyone
GAME,,1,VERY LOW,Free,0,Everyone
PERSONALIZATION,,7,VERY LOW,Free,0,Everyone
PERSONALIZATION,,0,VERY LOW,Free,0,Teen
PERSONALIZATION,3.3,25,LOW,Free,0,Everyone
FAMILY,3,2,VERY LOW,Free,0,Everyone
GAME,3.9,145931,VERY HIGH,Free,0,Teen
GAME,4.2,1343106,VERY HIGH,Free,0,Teen
TOOLS,3.9,54,LOW,Free,0,Everyone
PERSONALIZATION,,0,VERY LOW,Free,0,Teen
FAMILY,4.1,21,LOW,Free,0,Everyone
PERSONALIZATION,,0,VERY LOW,Free,0,Teen
PERSONALIZATION,4.6,5,VERY LOW,Free,0,Mature 17
FAMILY,,3,LOW,Free,0,Everyone
GAME,,4,LOW,Free,0,Teen
PERSONALIZATION,,0,VERY LOW,Free,0,Mature 17
FAMILY,,2,VERY LOW,Free,0,Everyone
COMMUNICATION,4.4,9,LOW,Free,0,Everyone
TOOLS,3.8,71,LOW,Free,0,Everyone
GAME,4.4,243121,HIGH,Free,0,Teen
SOCIAL,,0,VERY LOW,Paid,13.99,Teen
VIDEO_PLAYERS,4.9,23,VERY LOW,Free,0,Everyone
FAMILY,3.6,33812,HIGH,Free,0,Teen
AUTO_AND_VEHICLES,4.3,47,LOW,Free,0,Everyone
FAMILY,3.6,283,MEDIUM,Free,0,Everyone
GAME,4.1,82827,VERY HIGH,Free,0,Teen
NEWS_AND_MAGAZINES,3.4,803,MEDIUM,Free,0,Everyone 10
FAMILY,4.5,302,MEDIUM,Free,0,Everyone
SPORTS,4.7,19,LOW,Free,0,Everyone
SPORTS,4.5,459,LOW,Free,0,Everyone 10
TRAVEL_AND_LOCAL,4.4,71,LOW,Free,0,Everyone
FAMILY,4.3,218,LOW,Free,0,Everyone
BOOKS_AND_REFERENCE,4.6,218451,VERY HIGH,Free,0,Everyone
TRAVEL_AND_LOCAL,4.2,1291,MEDIUM,Free,0,Everyone
BOOKS_AND_REFERENCE,4.8,57400,MEDIUM,Free,0,Everyone
LIFESTYLE,4.6,284670,VERY HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.8,445756,VERY HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.6,361780,VERY HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.6,41608,HIGH,Free,0,Everyone
FAMILY,4.6,9952,MEDIUM,Free,0,Teen
NEWS_AND_MAGAZINES,4.1,24456,HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.7,2319,MEDIUM,Free,0,Everyone
FAMILY,4.7,7878,HIGH,Free,0,Everyone
FAMILY,4.8,6696,MEDIUM,Free,0,Everyone
PRODUCTIVITY,3.6,4832,HIGH,Free,0,Everyone
FAMILY,4.7,173394,HIGH,Free,0,Everyone
FAMILY,4.6,2654,MEDIUM,Free,0,Everyone
BOOKS_AND_REFERENCE,4.5,96419,HIGH,Free,0,Everyone
NEWS_AND_MAGAZINES,4.7,13620,MEDIUM,Free,0,Everyone
FAMILY,4.5,199,LOW,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,979,MEDIUM,Free,0,Everyone
BOOKS_AND_REFERENCE,4.5,12322,MEDIUM,Free,0,Everyone
BOOKS_AND_REFERENCE,4.8,29551,HIGH,Free,0,Everyone
FAMILY,4.7,47463,HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.7,1340,LOW,Paid,4.49,Everyone
BOOKS_AND_REFERENCE,4.7,55011,HIGH,Free,0,Everyone
FAMILY,4.7,7116,MEDIUM,Free,0,Everyone
LIFESTYLE,4.7,759,MEDIUM,Free,0,Everyone 10
BOOKS_AND_REFERENCE,4.7,497826,VERY HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.7,1777,MEDIUM,Free,0,Everyone
LIFESTYLE,4.6,518,MEDIUM,Free,0,Everyone
BOOKS_AND_REFERENCE,4.7,1201,MEDIUM,Free,0,Everyone
LIFESTYLE,4.7,1133393,VERY HIGH,Free,0,Everyone
BOOKS_AND_REFERENCE,4.6,3234,MEDIUM,Free,0,Everyone
LIFESTYLE,3.8,3547,MEDIUM,Paid,399.99,Everyone
FAMILY,3.9,1455,LOW,Free,0,Everyone
SHOPPING,4,141584,VERY HIGH,Free,0,Teen
FAMILY,4,856,LOW,Paid,399.99,Everyone
LIFESTYLE,3.8,411,LOW,Paid,299.99,Everyone
FINANCE,4.1,1867,MEDIUM,Paid,399.99,Everyone
LIFESTYLE,2.9,41,LOW,Paid,379.99,Everyone
FINANCE,3.8,93,LOW,Paid,399.99,Everyone
FINANCE,3.5,472,LOW,Paid,399.99,Everyone
LIFESTYLE,4.2,134,LOW,Paid,37.99,Everyone
FINANCE,4.6,459,LOW,Paid,18.99,Everyone
FAMILY,4.4,201,LOW,Paid,399.99,Everyone
GAME,4.4,208501,HIGH,Free,0,Teen
FINANCE,4.1,129,LOW,Paid,399.99,Teen
BUSINESS,3.9,213,LOW,Free,0,Everyone
FAMILY,3.6,217,LOW,Paid,389.99,Everyone
GAME,4,630,LOW,Paid,4.99,Everyone
TRAVEL_AND_LOCAL,3.8,39,LOW,Free,0,Everyone
FINANCE,4.3,180,LOW,Paid,399.99,Everyone
TRAVEL_AND_LOCAL,4.6,68,LOW,Free,0,Everyone
LIFESTYLE,3.6,126,LOW,Paid,2.49,Everyone
NEWS_AND_MAGAZINES,3.9,4581,MEDIUM,Free,0,Everyone
FINANCE,4,36,LOW,Paid,399.99,Everyone
TOOLS,4.2,1313,MEDIUM,Free,0,Everyone
FAMILY,4.2,1493,MEDIUM,Free,0,Everyone
GAME,4.2,4537,MEDIUM,Free,0,Everyone
GAME,4.5,5849,MEDIUM,Free,0,Everyone
NEWS_AND_MAGAZINES,4.7,327,LOW,Free,0,Everyone
FAMILY,3.5,33944,HIGH,Free,0,Everyone 10
GAME,4.5,10256,HIGH,Free,0,Everyone
FAMILY,4,484858,VERY HIGH,Free,0,Everyone 10
LIFESTYLE,4.6,8004,MEDIUM,Free,0,Teen
FAMILY,4.2,636228,VERY HIGH,Free,0,Everyone
FAMILY,4.3,931503,VERY HIGH,Free,0,Teen
FAMILY,4.1,245839,VERY HIGH,Free,0,Everyone
SPORTS,4.5,68072,HIGH,Free,0,Everyone
GAME,4.2,210317,VERY HIGH,Free,0,Everyone 10
FAMILY,4.5,1333338,VERY HIGH,Free,0,Everyone
FAMILY,4.4,899748,VERY HIGH,Free,0,Everyone
BUSINESS,3.7,23729,HIGH,Free,0,Everyone
GAME,4.4,406511,HIGH,Free,0,Teen
SOCIAL,4.3,315390,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.3,179139,HIGH,Free,0,Everyone
GAME,4.3,104389,HIGH,Free,0,Everyone
PHOTOGRAPHY,4.5,10847682,VERY HIGH,Free,0,Everyone
PHOTOGRAPHY,4.5,559931,VERY HIGH,Free,0,Everyone
FAMILY,3.8,130689,HIGH,Free,0,Everyone 10
LIFESTYLE,4.5,234971,HIGH,Free,0,Everyone
SOCIAL,4.5,228737,VERY HIGH,Free,0,Everyone
BUSINESS,4.4,72202,HIGH,Free,0,Everyone
MEDICAL,4.7,2570,MEDIUM,Free,0,Everyone
FAMILY,3.5,14145,HIGH,Free,0,Everyone
MEDICAL,4.9,25,LOW,Free,0,Everyone
EVENTS,4,9,LOW,Free,0,Everyone
GAME,4.1,21223,HIGH,Free,0,Teen
TOOLS,4.2,32,LOW,Free,0,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
GAME,4.4,438911,VERY HIGH,Free,0,Teen
COMMUNICATION,4.1,2063,MEDIUM,Free,0,Everyone
FAMILY,4.6,45771,HIGH,Free,0,Mature 17
FAMILY,4.6,7148,MEDIUM,Paid,2.99,Everyone
FAMILY,4.7,19209,MEDIUM,Paid,2.99,Everyone
FAMILY,4.5,29495,HIGH,Free,0,Teen
MEDICAL,,61,LOW,Paid,2.99,Everyone
SPORTS,4.6,666246,VERY HIGH,Free,0,Everyone
SPORTS,4.4,1721943,VERY HIGH,Free,0,Everyone
GAME,4.4,8219586,VERY HIGH,Free,0,Teen
FAMILY,4.2,690148,VERY HIGH,Free,0,Teen
GAME,4.4,579519,VERY HIGH,Free,0,Mature 17
SPORTS,4,170973,HIGH,Free,0,Everyone
GAME,4.2,62636,HIGH,Free,0,Teen
FAMILY,4.2,123136,HIGH,Free,0,Mature 17
GAME,4.2,250197,HIGH,Free,0,Teen
SPORTS,4.8,221722,VERY HIGH,Free,0,Everyone
FAMILY,3.7,29838,HIGH,Free,0,Mature 17
FAMILY,3.4,1012,MEDIUM,Free,0,Teen
SPORTS,4.3,183004,VERY HIGH,Free,0,Everyone
FAMILY,4.3,143087,HIGH,Free,0,Everyone 10
SPORTS,4.6,652940,VERY HIGH,Free,0,Teen
GAME,4.2,336386,VERY HIGH,Free,0,Everyone 10
FAMILY,4.6,5195,MEDIUM,Free,0,Mature 17
SPORTS,4.1,91935,VERY HIGH,Free,0,Everyone
GAME,4.4,1381624,VERY HIGH,Free,0,Teen
SPORTS,4.6,92522,HIGH,Free,0,Everyone
FAMILY,4.3,45370,HIGH,Free,0,Teen
SOCIAL,4.4,41269,HIGH,Free,0,Mature 17
FAMILY,4.7,394842,VERY HIGH,Free,0,Everyone
SPORTS,4.2,1008012,VERY HIGH,Free,0,Everyone
FAMILY,3.8,302,LOW,Free,0,Everyone
FAMILY,4.3,1231,MEDIUM,Free,0,Everyone
FAMILY,3.7,1443,MEDIUM,Free,0,Mature 17
SPORTS,4.3,148083,VERY HIGH,Free,0,Everyone
FAMILY,2.9,31596,HIGH,Free,0,Teen
FAMILY,4.3,598975,VERY HIGH,Free,0,Everyone
FAMILY,4.3,275,LOW,Free,0,Everyone
TRAVEL_AND_LOCAL,4,64164,VERY HIGH,Free,0,Everyone
FAMILY,3.3,16063,HIGH,Free,0,Teen
NEWS_AND_MAGAZINES,4.5,76616,HIGH,Free,0,Everyone 10
PRODUCTIVITY,4.1,22,LOW,Free,0,Everyone
FAMILY,5,3,LOW,Free,0,Everyone
COMMUNICATION,3.9,684,MEDIUM,Free,0,Everyone
FAMILY,4.6,117,LOW,Free,0,Everyone
TOOLS,4,177,LOW,Free,0,Everyone
NEWS_AND_MAGAZINES,3.6,188,LOW,Free,0,Everyone
LIFESTYLE,4,22,LOW,Free,0,Everyone
FAMILY,4.5,19,LOW,Free,0,Everyone
BUSINESS,,0,VERY LOW,Free,0,Everyone
FAMILY,2.9,45,LOW,Free,0,Everyone
TOOLS,4.2,25,LOW,Free,0,Everyone
TOOLS,4.5,23,LOW,Free,0,Everyone
TOOLS,,5,LOW,Free,0,Everyone
FAMILY,4.6,513,LOW,Free,0,Everyone
TOOLS,4.7,11018,MEDIUM,Free,0,Everyone
TOOLS,4.2,676,MEDIUM,Free,0,Everyone
FAMILY,4.7,3,LOW,Paid,2.99,Everyone
TOOLS,4.7,3,VERY LOW,Paid,2.99,Everyone
TOOLS,3.9,478,MEDIUM,Free,0,Everyone
FAMILY,4.7,55,LOW,Free,0,Everyone
FAMILY,3.7,88,LOW,Free,0,Everyone
FAMILY,4.8,21,LOW,Free,0,Everyone
COMMUNICATION,4,138,LOW,Free,0,Everyone
FAMILY,4.6,87,LOW,Free,0,Everyone
FAMILY,4.4,105,LOW,Free,0,Everyone
NEWS_AND_MAGAZINES,4.3,13166,HIGH,Free,0,Everyone 10
FAMILY,4.7,7,VERY LOW,Paid,9.99,Everyone
PERSONALIZATION,3.6,5,VERY LOW,Paid,1.49,Everyone
FAMILY,4.4,29,LOW,Free,0,Everyone
TOOLS,4.6,70,LOW,Free,0,Everyone
FAMILY,2.9,10,VERY LOW,Paid,4.99,Everyone
PERSONALIZATION,,0,VERY LOW,Paid,0.99,Everyone
FAMILY,4.5,242,MEDIUM,Free,0,Everyone
FAMILY,5,1,VERY LOW,Paid,4.99,Everyone
TOOLS,3.7,3743,HIGH,Free,0,Everyone
PHOTOGRAPHY,,4,LOW,Free,0,Everyone
FAMILY,3.7,37,LOW,Free,0,Everyone
FAMILY,,0,VERY LOW,Paid,1.99,Everyone
FAMILY,4.2,19,LOW,Free,0,Everyone
SOCIAL,3,5,LOW,Free,0,Teen
FAMILY,5,1,VERY LOW,Paid,29.99,Mature 17
SPORTS,4.4,129409,HIGH,Paid,1.99,Everyone
FAMILY,4.7,7,LOW,Free,0,Everyone
FAMILY,4.3,22667,HIGH,Free,0,Teen
FAMILY,3.9,10114,MEDIUM,Free,0,Everyone
FAMILY,,0,MEDIUM,Free,0,Everyone
FAMILY,4.4,48427,MEDIUM,Free,0,Everyone 10
GAME,4.3,4704,MEDIUM,Free,0,Everyone 10
BUSINESS,,4,VERY LOW,Free,0,Everyone
TOOLS,,0,VERY LOW,Free,0,Everyone
TOOLS,,0,VERY LOW,Free,0,Everyone
FAMILY,,1,VERY LOW,Paid,2.99,Everyone
FAMILY,4.6,28,VERY LOW,Free,0,Everyone
FAMILY,4.5,11,VERY LOW,Free,0,Everyone
MEDICAL,3.9,265,LOW,Free,0,Everyone
GAME,4.7,57,LOW,Free,0,Everyone
COMMUNICATION,4.3,541661,VERY HIGH,Free,0,Everyone
FAMILY,5,4,VERY LOW,Free,0,Everyone
FAMILY,5,25,LOW,Free,0,Everyone
PRODUCTIVITY,,0,VERY LOW,Free,0,Everyone
FAMILY,5,1,VERY LOW,Free,0,Everyone
SPORTS,,0,VERY LOW,Free,0,Everyone
HEALTH_AND_FITNESS,,0,VERY LOW,Free,0,Everyone
WEATHER,4.4,2052407,VERY HIGH,Free,0,Everyone
FAMILY,,21,LOW,Free,0,Everyone
COMMUNICATION,2.7,560,LOW,Free,0,Everyone
PERSONALIZATION,4.6,41000,HIGH,Free,0,Everyone
MAPS_AND_NAVIGATION,4.4,616742,VERY HIGH,Free,0,Everyone
GAME,4.4,161637,VERY HIGH,Free,0,Mature 17
PRODUCTIVITY,4.1,349151,VERY HIGH,Free,0,Everyone
TOOLS,3.8,169369,VERY HIGH,Free,0,Everyone
FAMILY,4.4,218881,HIGH,Free,0,Everyone 10
FAMILY,4.6,31134,HIGH,Free,0,Everyone 10
FAMILY,4.1,242722,VERY HIGH,Free,0,Teen
FAMILY,4.5,244039,HIGH,Free,0,Everyone 10
FAMILY,4.2,720685,VERY HIGH,Free,0,Teen
FAMILY,4.7,84389,HIGH,Free,0,Everyone
GAME,4.3,137696,HIGH,Free,0,Mature 17
FAMILY,4.3,322976,HIGH,Free,0,Teen
FAMILY,4.2,254,LOW,Free,0,Teen
GAME,3.8,898,MEDIUM,Free,0,Teen
GAME,4,22435,HIGH,Free,0,Teen
FAMILY,4.3,308944,HIGH,Free,0,Everyone 10
SOCIAL,4.6,16801,HIGH,Free,0,Everyone
FAMILY,4.3,906,MEDIUM,Free,0,Mature 17
GAME,4.3,391325,VERY HIGH,Free,0,Everyone
FAMILY,4.3,28735,HIGH,Free,0,Everyone
FAMILY,4.7,580160,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.6,353813,VERY HIGH,Free,0,Everyone
GAME,4.4,862,MEDIUM,Free,0,Everyone 10
GAME,3.8,17,LOW,Free,0,Everyone
GAME,4.6,1226514,VERY HIGH,Free,0,Teen
GAME,4.6,19070,MEDIUM,Free,0,Everyone 10
HOUSE_AND_HOME,4.5,118,MEDIUM,Free,0,Everyone
SHOPPING,4.5,20247,HIGH,Free,0,Everyone
NEWS_AND_MAGAZINES,3.9,63640,VERY HIGH,Free,0,Everyone 10
SHOPPING,4.4,25717,HIGH,Free,0,Teen
GAME,3.8,1363,MEDIUM,Free,0,Everyone
TOOLS,4.3,1602,MEDIUM,Free,0,Everyone
PHOTOGRAPHY,4.3,1017237,VERY HIGH,Free,0,Everyone
FAMILY,3.7,128,LOW,Free,0,Everyone
FAMILY,3.2,1354,MEDIUM,Free,0,Everyone
FAMILY,4,211,LOW,Free,0,Everyone
FAMILY,3.8,410,LOW,Free,0,Teen
FAMILY,4.4,83,LOW,Free,0,Everyone
FAMILY,3.8,1745,HIGH,Free,0,Everyone
